Voltage_V,Current_A,Battery_Temperature_°C,Charge_Discharge_Cycles,Ambient_Temperature_°C,Humidity_%,Avg_Cycles_Per_Hour,Energy_Consumption_Wh,Temp_Fluctuation_°C,SOH_%
3.332,10.604,50.411,919,-3.090,57.842,16.948,25.775,53.501,79.484
4.166,10.561,49.460,836,13.253,44.075,13.184,30.717,36.207,85.067
3.398,-8.302,43.331,524,9.648,61.328,57.756,45.396,33.683,87.809
3.578,-16.744,51.293,227,38.587,85.833,3.395,49.741,12.706,91.177
3.235,-19.543,23.234,520,39.493,28.823,25.711,88.838,16.259,88.844
3.733,-2.902,6.880,145,10.529,48.715,3.643,19.487,3.649,95.253
3.337,-3.586,50.547,162,-2.561,45.509,3.131,16.629,53.108,97.793
3.248,19.536,29.890,734,35.530,87.172,10.638,124.428,5.640,85.058
3.620,-1.208,7.643,727,29.677,82.277,9.758,6.421,22.034,84.093
3.007,-9.743,6.919,899,15.564,52.008,12.700,28.474,8.645,79.803
3.009,15.649,9.555,168,8.268,73.159,16.130,83.755,1.287,93.931
3.263,-0.357,45.058,537,12.408,51.556,13.663,1.126,32.650,87.632
3.044,3.967,42.651,124,35.094,65.705,4.308,23.636,7.557,99.703
3.130,-16.173,12.229,299,-0.768,99.297,7.393,61.586,12.997,93.302
3.407,-4.683,50.815,249,30.339,62.846,3.828,30.791,20.476,96.252
3.963,17.769,16.878,937,-9.090,99.086,46.619,54.602,25.968,77.856
3.686,3.580,47.579,521,36.029,79.776,10.275,6.824,11.550,85.228
3.615,-6.220,29.328,104,15.015,29.658,1.174,17.858,14.313,95.647
3.352,5.027,43.893,617,1.337,83.677,8.408,10.912,42.556,88.481
4.118,16.416,22.883,968,-9.857,32.903,13.295,108.225,32.740,79.292
3.476,-9.040,20.828,512,17.977,62.586,6.022,28.181,2.851,91.190
3.105,0.205,50.482,693,2.224,69.060,17.100,0.929,48.258,88.158
3.740,18.348,2.118,911,21.563,91.378,11.957,103.137,19.445,79.329
3.137,-13.104,58.484,505,4.058,36.834,74.137,62.991,54.426,90.669
3.414,8.787,38.891,301,-5.599,90.075,45.701,52.465,44.490,96.105
3.609,4.579,25.949,652,15.253,94.760,19.263,11.955,10.696,88.708
4.049,7.187,37.683,229,18.224,27.159,11.177,16.753,19.459,91.772
3.592,-5.951,7.364,63,12.630,90.823,1.204,11.640,5.266,94.898
3.843,-7.445,30.843,589,12.902,40.734,30.778,18.760,17.941,86.921
4.191,7.368,59.106,231,19.483,26.480,2.367,33.003,39.623,93.802
3.158,-11.378,14.116,598,16.318,96.686,7.014,70.105,2.202,89.234
3.330,-3.214,43.337,182,-3.372,51.376,1.852,11.022,46.709,93.936
3.473,-12.473,26.098,318,-0.146,69.839,3.927,51.089,26.244,93.955
3.506,-19.668,39.147,657,-2.910,64.230,6.904,118.714,42.057,83.709
3.493,18.802,12.293,828,24.665,37.055,22.114,123.332,12.372,83.391
4.089,-2.732,28.228,91,16.430,73.565,1.809,21.864,11.798,96.874
3.857,18.774,58.806,634,11.493,23.689,25.627,125.972,47.313,86.819
3.729,-14.387,11.717,787,29.917,36.248,12.307,67.264,18.200,83.079
3.371,3.495,38.187,960,6.290,95.573,12.147,9.946,31.897,75.954
3.989,-11.961,34.536,63,18.405,96.281,1.251,66.681,16.131,99.079
4.146,11.603,33.903,843,-6.280,58.612,27.784,38.254,40.183,84.950
3.985,11.348,36.907,218,27.220,33.526,4.253,26.391,9.687,93.467
3.002,-15.496,30.134,703,24.760,53.730,97.279,87.411,5.374,86.821
3.764,16.483,1.016,618,30.119,90.166,8.537,76.137,29.103,86.022
3.061,-12.215,54.006,908,34.224,25.622,19.865,47.200,19.782,78.364
3.309,4.519,49.619,246,27.901,30.229,2.736,21.142,21.718,93.255
3.071,19.425,10.450,963,32.224,91.652,10.422,70.220,21.774,79.917
3.725,15.296,24.796,472,7.283,53.231,35.158,66.473,17.513,87.339
3.824,18.263,46.233,965,7.167,26.677,9.687,130.786,39.066,82.283
3.137,-6.296,58.804,56,37.215,31.137,0.577,34.066,21.589,95.060
3.461,-15.777,57.068,44,35.729,90.596,0.697,44.715,21.339,97.243
3.547,-12.466,53.962,887,17.425,59.208,10.723,41.461,36.537,79.669
3.443,0.020,9.502,85,8.328,33.040,30.086,0.103,1.174,100.000
3.145,11.729,54.869,37,33.300,91.525,0.381,50.043,21.569,95.446
3.503,-13.994,52.707,181,6.171,87.622,3.920,80.847,46.536,97.099
3.901,6.389,22.617,163,-2.318,21.842,1.790,39.664,24.935,96.710
3.085,-7.057,23.671,756,21.975,66.479,19.322,34.024,1.696,81.978
3.096,-6.352,27.595,834,-7.869,39.547,10.553,35.798,35.464,82.162
3.426,6.477,39.371,888,8.955,62.651,20.955,36.610,30.416,81.298
4.130,-1.320,15.650,125,30.383,42.341,3.387,4.712,14.733,98.490
3.802,12.481,1.377,206,4.761,45.270,2.175,85.854,3.384,94.147
3.814,-13.763,8.474,266,36.566,68.148,3.789,52.665,28.092,95.595
3.434,11.598,26.407,353,37.791,63.109,4.194,74.332,11.384,92.402
3.712,-17.431,16.920,410,30.791,51.615,7.483,112.352,13.871,91.971
3.012,-12.238,45.871,598,39.382,28.605,6.506,22.527,6.489,85.706
3.763,6.246,6.401,656,16.538,97.554,8.834,38.944,10.137,86.139
4.096,14.197,55.048,121,18.460,33.968,14.856,72.699,36.588,96.886
3.735,-9.893,53.720,507,31.808,70.649,6.591,72.632,21.912,89.123
4.048,-6.912,54.525,982,14.640,26.620,344.279,33.230,39.885,79.569
3.869,1.485,44.377,609,10.336,75.065,7.330,3.450,34.041,91.544
3.145,-11.537,6.420,468,20.738,27.587,13.824,34.096,14.318,91.554
4.083,12.446,26.288,800,22.883,38.361,13.282,58.201,3.405,84.901
3.080,10.945,7.884,132,27.545,71.759,1.756,46.786,19.661,97.541
3.641,-14.188,59.262,378,23.410,42.635,5.901,37.616,35.852,92.726
3.171,-1.447,19.982,848,27.286,62.628,12.551,5.839,7.304,83.208
3.014,10.993,35.120,317,23.728,29.960,3.547,40.595,11.392,96.741
3.506,-6.507,46.764,576,14.022,36.192,15.149,40.038,32.742,87.692
3.354,5.324,55.237,710,-3.253,78.702,12.870,17.028,58.490,86.825
3.583,-17.991,45.333,124,29.272,22.811,6.769,75.696,16.061,100.000
3.693,4.348,40.470,450,-8.461,28.944,9.516,17.389,48.931,91.814
3.052,-13.894,27.959,857,39.625,37.196,54.057,61.416,11.666,81.704
3.148,13.223,36.324,719,31.423,21.615,11.283,73.024,4.901,83.424
3.670,-5.782,5.650,207,23.546,27.630,6.254,32.115,17.896,94.652
3.412,-8.738,53.035,299,38.330,42.511,3.475,35.705,14.705,94.095
3.875,13.636,32.627,488,20.624,27.433,13.937,76.974,12.003,93.097
3.783,-17.994,2.408,632,-7.178,89.290,21.499,66.939,9.586,88.208
4.015,-4.136,55.194,141,17.969,25.286,2.841,11.892,37.225,95.795
3.831,-5.200,29.358,473,3.860,88.879,25.766,19.514,25.498,89.539
3.516,-8.608,52.115,858,8.474,85.829,40.516,35.276,43.641,81.844
3.808,16.470,51.413,568,12.979,28.061,7.233,72.683,38.434,85.081
3.330,10.037,48.945,303,28.730,22.015,6.033,53.691,20.215,92.267
3.368,-17.443,3.684,656,15.146,23.999,30.614,111.887,11.462,85.281
3.947,8.587,14.824,555,13.734,67.230,134.684,36.721,1.090,94.124
3.536,1.092,52.533,643,5.099,73.628,13.628,2.431,47.434,88.456
3.958,16.035,53.939,592,16.994,69.652,7.944,34.914,36.945,85.300
3.987,-7.482,27.484,864,2.420,63.318,24.156,15.092,25.064,79.231
4.029,2.966,26.402,29,3.050,33.975,1.135,22.790,23.352,96.430
4.100,0.030,10.508,376,27.863,87.276,9.344,0.245,17.355,95.201
3.517,-0.418,58.105,340,7.127,46.204,3.543,0.848,50.978,89.917
3.383,-1.756,12.788,208,-7.430,98.894,4.849,6.162,20.218,98.901
3.699,-11.775,11.456,970,7.184,50.789,36.324,65.509,4.272,80.637
3.445,10.228,39.644,242,21.929,41.040,4.219,27.076,17.715,94.136
3.721,-1.947,14.571,694,30.699,91.540,8.540,10.082,16.128,83.635
3.847,18.341,56.326,157,38.097,65.393,48.896,121.390,18.229,98.217
3.826,-9.568,0.654,145,27.311,77.748,2.578,65.422,26.657,97.859
3.449,7.310,0.345,339,11.443,52.672,4.046,39.322,11.098,94.820
3.200,17.629,30.293,865,4.956,90.953,38.708,35.125,25.337,81.676
3.517,6.538,29.284,744,-3.519,93.418,8.065,23.514,32.803,86.043
3.171,14.851,9.802,91,21.384,54.942,1.564,91.878,11.582,100.000
4.068,13.099,29.671,328,15.494,39.258,6.289,42.050,14.177,94.124
3.415,-5.595,24.700,171,23.885,71.814,1.774,22.563,0.815,94.109
3.185,4.005,53.420,701,1.857,96.367,50.667,12.772,51.563,86.422
3.031,-13.750,0.555,30,6.182,69.796,0.404,33.687,5.627,100.000
3.775,1.421,58.576,620,4.605,96.338,7.557,5.285,53.971,90.342
3.764,-10.783,37.464,271,29.883,47.505,5.489,31.832,7.581,95.216
3.409,9.749,9.111,94,-1.439,93.206,57.279,60.350,10.550,99.930
3.086,1.122,2.806,988,20.424,29.005,18.673,2.637,17.618,81.431
3.492,-3.551,32.286,76,-7.432,48.707,4.692,17.798,39.718,95.358
3.373,-9.248,14.093,150,17.476,59.558,2.646,59.688,3.383,98.219
3.813,19.948,18.070,141,-6.804,72.249,1.902,146.721,24.874,96.506
3.727,-17.132,14.708,230,-1.206,43.531,4.293,89.432,15.914,98.800
3.438,-18.258,39.010,769,-4.349,93.939,12.120,56.892,43.359,81.067
3.261,-11.310,33.212,907,7.336,92.280,80.332,32.155,25.876,79.103
4.186,18.843,4.678,953,7.187,83.947,89.842,127.876,2.509,81.705
3.545,19.170,31.592,127,31.321,29.149,1.490,133.949,0.271,99.498
3.826,6.197,47.471,859,1.284,26.263,145.998,14.614,46.187,82.032
3.169,15.204,4.872,735,-5.681,59.851,25.218,81.147,10.553,84.616
3.583,-11.442,53.384,695,20.176,81.228,7.407,28.061,33.208,85.840
3.033,18.882,34.698,496,24.373,29.859,10.683,54.250,10.325,88.493
3.607,-14.289,57.037,279,4.741,71.315,4.116,69.576,52.296,95.477
4.157,-15.955,8.888,804,20.141,62.228,35.037,62.733,11.253,82.552
3.461,-15.512,59.614,540,28.803,78.079,19.438,79.209,30.811,89.608
3.047,2.925,38.656,809,7.378,54.830,15.742,10.034,31.278,80.737
3.037,11.239,34.050,529,16.268,75.464,8.243,28.285,17.782,92.375
3.466,-5.333,30.917,130,-2.668,32.769,1.353,23.963,33.585,92.730
3.192,19.116,1.419,460,-8.818,37.168,7.949,32.707,10.237,88.496
3.028,-2.623,56.378,268,39.068,92.267,25.522,12.800,17.310,98.519
3.907,-13.982,38.640,617,4.987,46.350,16.530,70.111,33.653,87.125
3.550,-1.361,5.498,668,3.945,98.840,26.537,9.277,1.553,85.219
3.347,7.161,1.257,961,38.662,23.696,36.699,15.679,37.405,78.135
4.080,13.289,3.047,570,26.412,59.670,11.169,86.666,23.365,87.264
3.139,-1.649,36.564,603,19.265,45.999,18.640,4.925,17.299,88.129
4.147,3.744,36.841,943,24.966,99.677,31.813,16.454,11.875,81.663
3.377,-9.306,29.980,259,25.496,99.203,2.675,32.141,4.484,95.004
4.066,5.837,18.406,50,28.167,38.819,0.850,24.612,9.761,95.120
3.724,19.439,31.905,132,-6.641,41.381,4.904,82.978,38.546,96.904
3.992,-18.038,30.978,678,10.642,79.974,23.948,38.273,20.336,86.617
4.181,15.461,1.165,808,4.757,91.174,9.940,114.426,3.592,83.953
3.346,2.491,16.948,4,-6.472,73.096,0.045,15.192,23.420,99.733
4.153,-9.916,3.191,647,10.630,89.177,9.483,23.034,7.439,84.455
3.467,18.196,54.009,737,20.809,25.063,16.860,104.975,33.200,82.352
3.463,-0.666,43.513,501,-1.075,71.242,6.533,1.403,44.588,91.964
3.408,-6.732,59.767,183,5.251,76.014,1.951,39.271,54.516,93.995
3.650,-12.740,18.130,408,21.959,35.226,23.376,66.007,3.829,89.885
3.185,-10.222,52.709,90,18.966,82.238,1.043,31.239,33.743,96.924
3.664,13.314,36.183,435,33.439,95.541,5.116,69.311,2.744,88.158
3.650,4.576,27.188,819,29.562,91.837,21.967,21.045,2.374,84.511
3.914,16.530,13.354,902,38.281,39.597,30.181,94.048,24.927,78.819
4.000,-10.721,44.304,188,19.860,45.919,3.300,52.021,24.444,97.705
3.529,-15.154,54.248,995,24.923,59.969,35.590,88.737,29.325,76.424
3.363,-19.756,14.119,479,33.025,32.669,31.119,37.731,18.906,89.531
3.311,0.314,10.523,980,32.000,96.316,10.277,1.057,21.477,80.977
3.234,19.932,41.773,814,25.936,32.928,16.396,86.308,15.837,84.452
3.069,7.799,58.618,382,15.013,80.914,7.999,33.087,43.605,91.158
3.411,-7.664,44.997,849,3.660,47.314,62.963,19.719,41.337,81.066
3.324,15.074,17.075,321,33.861,65.898,6.305,30.655,16.786,96.094
4.160,11.269,25.197,442,28.833,23.774,5.930,24.915,3.636,91.146
3.669,-19.383,23.059,489,31.895,36.401,19.134,79.616,8.836,89.250
3.417,12.674,51.126,132,-2.961,55.551,3.518,43.116,54.087,92.996
3.697,-7.979,46.282,683,5.741,74.175,36.499,39.873,40.541,86.061
3.167,-14.013,35.339,425,11.244,82.205,11.756,52.113,24.095,90.876
3.533,-10.947,16.498,249,31.918,22.411,2.886,42.199,15.420,91.932
3.751,-1.257,56.279,60,34.644,32.199,2.452,8.322,21.635,96.633
3.587,-3.005,39.199,958,4.245,78.383,244.100,15.438,34.954,80.558
3.482,-8.445,58.229,561,24.321,85.044,10.372,43.201,33.908,88.916
4.193,-13.111,34.807,421,-6.109,38.926,7.213,58.973,40.916,88.900
4.056,10.489,49.272,475,10.479,38.372,14.153,70.846,38.793,87.635
3.748,19.604,48.786,222,14.333,27.042,3.441,53.500,34.453,95.036
3.683,11.112,20.240,437,28.282,32.024,91.955,45.141,8.042,89.149
3.745,-8.163,57.841,683,34.599,20.641,19.673,17.448,23.242,85.273
3.242,-10.208,1.316,919,6.864,67.186,60.016,22.278,5.548,85.046
3.474,-11.293,46.123,383,16.387,92.311,16.126,24.414,29.736,91.671
3.047,-14.532,57.933,318,22.372,31.966,8.181,51.459,35.561,94.849
3.571,2.053,20.334,224,6.434,80.115,4.494,11.334,13.900,92.769
3.652,4.216,38.887,422,39.277,65.893,41.264,14.920,0.390,89.561
3.273,8.220,33.733,907,33.789,95.194,82.226,14.526,0.056,79.872
4.157,7.209,45.690,190,4.820,83.850,2.805,46.774,40.870,93.301
4.091,-8.307,51.971,870,15.397,88.218,21.215,27.566,36.574,78.406
3.867,-6.788,36.183,776,1.542,71.131,42.001,41.579,34.641,84.296
3.640,7.261,48.954,755,15.725,84.907,31.125,13.507,33.229,85.117
4.044,-6.022,18.737,78,24.167,48.070,1.079,23.586,5.430,96.243
3.157,-11.495,13.715,854,-5.724,36.721,139.448,51.961,19.439,81.033
3.949,-5.027,25.840,364,33.506,93.002,7.086,35.866,7.666,92.438
3.150,-9.117,40.664,21,19.687,78.747,0.573,46.845,20.977,98.981
3.953,-16.467,11.235,547,39.480,27.256,6.728,76.448,28.245,90.632
3.331,13.206,40.821,329,-8.720,89.353,4.153,69.405,49.541,94.932
4.053,14.124,23.646,155,31.575,47.912,2.239,74.779,7.929,94.953
4.133,-11.210,47.735,55,29.598,43.862,1.407,79.694,18.137,97.889
3.179,-17.409,2.210,866,-3.357,69.865,13.639,91.764,5.567,80.197
3.555,9.553,40.079,247,6.765,65.488,3.839,66.692,33.314,97.330
4.177,-11.539,38.989,924,34.240,63.061,27.266,31.686,4.749,81.504
3.580,-4.263,56.456,260,15.923,40.390,2.951,15.430,40.533,96.146
4.036,-17.435,42.802,771,10.064,96.782,7.827,55.489,32.738,83.148
3.706,-10.949,47.778,434,35.275,96.010,13.508,58.681,12.503,92.590
3.450,11.716,54.275,526,-5.333,20.333,6.549,60.470,59.608,90.124
3.343,12.176,40.503,477,13.656,47.026,9.429,32.796,26.847,92.449
3.244,-11.717,17.409,699,22.619,23.644,14.904,43.040,5.210,82.943
3.914,-6.563,52.186,537,20.427,88.020,13.675,36.045,31.759,88.708
3.464,-14.630,44.855,534,3.214,90.921,17.853,75.431,41.641,90.689
3.614,-17.033,25.466,380,18.166,61.464,4.129,40.257,7.300,90.073
3.591,19.687,42.632,102,25.428,87.174,1.372,133.022,17.204,97.912
3.693,6.224,52.061,28,19.244,76.269,0.627,12.668,32.817,99.999
4.039,1.684,58.539,853,24.223,59.966,11.312,13.327,34.316,83.690
4.177,10.620,57.141,482,2.804,49.105,6.681,43.228,54.337,90.240
3.489,13.603,19.520,56,31.642,41.298,2.039,46.251,12.122,99.689
3.993,12.269,25.302,61,12.484,40.754,3.309,57.271,12.818,99.106
3.917,-19.338,6.572,954,39.361,64.965,11.385,116.835,32.789,82.640
3.688,-12.528,14.853,47,-8.836,33.345,0.578,34.163,23.689,97.305
4.147,6.196,52.945,366,9.016,33.983,3.671,22.675,43.929,92.718
3.241,-4.970,21.651,977,-0.976,20.831,334.937,31.287,22.627,82.525
3.131,19.299,37.233,546,17.780,69.066,10.019,109.688,19.453,86.592
4.025,6.616,39.958,557,2.160,99.548,7.908,21.798,37.798,86.969
3.527,18.262,46.910,544,26.874,91.138,9.272,87.567,20.036,89.262
4.016,-11.942,10.968,326,34.093,76.455,4.570,38.626,23.125,95.941
4.072,14.558,18.289,737,0.544,82.842,50.518,78.552,17.745,84.416
3.075,-7.146,26.900,265,-1.966,53.348,230.417,23.043,28.866,94.507
4.060,19.583,21.890,727,33.768,43.846,71.203,82.976,11.878,85.554
3.538,-13.692,58.974,728,8.064,49.490,18.847,70.368,50.910,83.525
3.613,0.654,50.096,175,11.729,26.514,5.214,2.074,38.367,100.000
3.752,11.714,28.781,43,1.048,70.704,0.491,48.627,27.733,96.760
4.112,-2.694,52.756,218,11.266,33.989,23.519,20.914,41.490,95.188
3.023,-1.277,20.859,125,1.565,81.030,2.788,6.304,19.294,97.472
3.572,19.454,47.150,881,23.296,35.198,9.194,74.696,23.854,77.158
3.825,-2.988,13.421,965,14.944,38.250,19.001,9.662,1.523,78.833
3.867,4.163,46.339,378,29.403,96.584,26.794,23.963,16.936,89.152
3.831,-17.818,27.387,318,5.636,28.432,10.658,116.831,21.751,94.223
3.161,13.688,6.450,304,15.280,59.907,4.821,77.499,8.830,90.082
3.359,5.927,16.396,199,2.976,25.015,90.994,26.806,13.420,97.606
3.430,-3.839,24.136,84,36.724,27.231,0.867,16.792,12.588,95.635
3.965,-19.353,44.958,40,16.097,70.680,0.700,121.200,28.861,100.000
3.335,3.667,4.379,722,-1.327,70.458,10.211,9.339,5.706,82.677
3.253,-19.494,39.573,865,3.638,35.450,17.164,112.763,35.935,82.589
4.149,-19.952,42.961,550,-5.855,89.799,5.739,50.570,48.816,90.188
3.011,4.644,39.235,362,-8.609,76.175,6.101,19.640,47.844,93.416
4.197,-12.439,45.640,918,16.296,44.049,13.797,72.282,29.344,78.380
3.812,-12.324,10.690,268,6.856,39.871,3.108,45.384,3.834,96.566
3.994,6.131,35.226,361,38.189,80.343,4.183,13.546,2.963,93.452
3.354,-17.852,56.469,366,-1.433,78.690,96.596,94.411,57.902,86.928
3.017,-7.464,36.647,180,29.696,31.907,6.197,12.076,6.951,96.195
3.885,-14.023,36.680,230,5.799,47.935,9.060,41.917,30.881,100.000
4.001,3.207,44.186,987,1.177,37.334,595.351,16.890,43.009,81.967
3.889,6.471,19.992,69,38.482,43.532,0.786,48.066,18.490,97.182
3.171,8.845,42.029,824,30.129,43.005,25.435,16.798,11.900,84.104
3.904,-9.791,54.974,587,21.531,98.082,16.606,52.297,33.443,86.663
3.923,-16.430,0.654,962,24.856,80.017,88.561,64.026,24.202,82.462
3.790,-16.853,52.207,943,39.569,82.404,9.527,96.073,12.638,78.509
3.919,-2.954,13.117,787,19.660,42.194,9.505,22.336,6.543,86.434
4.015,17.834,27.355,488,-4.905,20.042,8.470,64.650,32.260,91.484
3.736,-11.291,51.141,233,-6.757,24.653,3.010,81.578,57.898,95.706
3.106,-9.730,49.435,829,23.330,64.240,10.637,54.578,26.105,86.794
3.585,-15.964,53.516,428,22.880,42.838,6.483,80.729,30.636,92.513
3.093,4.223,56.425,830,27.409,35.436,45.537,21.387,29.016,84.772
3.489,7.195,26.829,647,-4.561,23.971,8.947,45.119,31.390,88.819
3.489,5.717,39.382,665,37.245,90.071,11.587,34.013,2.137,87.564
3.079,14.445,23.429,293,17.558,68.010,4.031,44.034,5.871,94.614
3.419,-0.543,21.043,347,22.478,28.590,6.332,3.191,1.435,91.479
3.133,-14.622,25.896,98,-8.257,81.312,1.024,44.449,34.153,96.232
3.970,-8.424,44.585,875,38.049,80.466,13.872,60.219,6.536,82.617
4.137,6.497,30.086,360,18.130,43.152,6.229,23.739,11.956,93.599
3.087,4.525,48.844,936,18.168,35.074,11.085,18.975,30.676,80.732
4.146,1.240,44.713,874,37.178,85.119,22.675,7.914,7.535,81.070
3.627,7.319,1.229,357,36.468,46.365,11.065,30.228,35.239,92.424
3.359,5.496,37.814,129,1.015,87.794,2.539,30.912,36.799,96.782
3.092,15.253,26.194,518,36.555,23.492,8.800,89.044,10.361,89.483
3.601,3.441,27.398,382,26.831,59.943,16.734,9.657,0.567,91.593
3.953,11.144,49.102,616,-9.055,34.368,8.987,24.236,58.157,89.399
3.849,-10.052,32.856,920,1.992,73.764,11.438,55.705,30.864,80.772
3.060,7.127,53.137,818,10.649,99.777,14.066,30.604,42.488,81.669
3.087,16.088,42.768,561,19.141,53.001,10.630,50.257,23.627,87.939
3.483,-4.571,33.170,735,25.066,28.025,24.362,26.718,8.104,82.632
3.354,11.164,45.272,63,0.511,45.414,0.692,65.123,44.761,100.000
3.279,8.992,2.301,395,31.835,91.321,5.218,29.425,29.534,93.241
3.337,-17.619,1.625,180,32.286,81.261,3.708,89.568,30.661,95.911
3.964,3.260,5.001,586,21.750,38.577,8.845,18.906,16.749,90.968
4.115,-14.792,26.254,777,36.055,96.288,22.619,61.719,9.801,83.479
3.486,18.693,14.127,188,30.649,69.775,27.160,127.312,16.522,95.395
4.087,12.456,59.056,182,1.081,33.444,8.589,51.906,57.975,94.102
3.386,-15.611,32.537,866,29.934,65.786,97.640,75.611,2.603,80.095
3.572,-15.130,39.745,491,37.660,56.102,9.569,57.838,2.085,89.915
3.271,3.779,16.729,579,-3.120,85.576,9.252,6.400,19.849,90.349
3.769,-6.204,19.308,169,38.935,47.533,4.371,14.906,19.627,94.596
4.175,-18.604,20.128,321,-8.750,89.998,6.002,65.902,28.878,92.571
3.724,1.666,41.924,171,16.108,84.958,18.080,10.660,25.816,95.700
3.429,-4.486,28.422,283,28.695,73.968,3.665,17.891,0.273,95.509
3.777,-15.957,31.061,618,29.522,40.689,145.569,83.349,1.539,86.050
3.148,12.077,35.520,365,26.734,97.626,5.720,72.835,8.786,93.487
4.066,16.603,46.129,110,16.468,63.893,2.506,48.642,29.661,98.526
3.604,10.264,5.422,77,22.548,92.601,4.011,66.316,17.126,96.750
3.539,12.897,46.612,697,24.997,37.258,13.205,48.785,21.615,84.764
3.703,-11.340,33.794,252,14.727,98.670,3.218,42.253,19.067,94.572
3.750,-9.457,40.146,235,19.784,85.285,5.603,51.007,20.362,93.770
3.086,-11.659,19.653,92,32.318,95.938,2.460,66.489,12.665,95.841
3.819,10.603,24.563,641,5.644,36.989,42.440,41.416,18.919,89.692
3.290,17.917,13.870,694,16.160,54.453,11.593,96.797,2.290,81.932
3.857,8.673,58.758,33,-9.576,27.811,0.398,17.691,68.334,99.130
3.987,15.259,29.820,480,24.372,30.958,8.485,87.281,5.448,92.394
3.965,5.548,59.765,403,-0.231,42.717,23.236,31.805,59.996,89.572
3.663,-4.494,29.387,814,14.050,96.130,12.248,21.961,15.337,83.369
3.624,-2.970,13.185,221,0.510,73.375,55.471,20.523,12.675,97.151
3.171,-16.987,30.447,885,-8.823,45.171,10.540,102.770,39.270,75.397
3.930,-18.742,2.376,895,14.161,96.366,9.704,74.620,11.785,81.602
3.326,7.819,54.286,489,11.242,79.179,8.136,30.805,43.044,86.379
3.596,-2.463,49.113,793,11.257,92.558,8.981,14.956,37.856,85.501
3.341,2.089,43.549,339,0.440,94.178,36.195,12.325,43.109,91.138
3.161,2.306,36.590,512,37.360,80.062,21.689,8.215,0.770,92.922
3.755,-8.905,34.790,960,-9.825,39.451,29.622,34.225,44.615,78.371
3.065,-0.964,59.804,984,34.577,99.727,12.690,5.114,25.227,80.596
3.898,-1.170,16.680,608,26.845,46.007,12.423,4.858,10.165,85.896
3.381,-4.463,46.781,598,-1.396,73.736,16.852,16.717,48.177,87.014
3.000,12.827,34.884,842,13.610,87.585,50.574,27.064,21.274,82.667
3.613,-1.953,58.553,251,39.443,34.012,3.089,9.275,19.110,94.400
3.056,4.146,49.668,363,22.185,68.723,119.730,12.539,27.483,95.490
3.331,15.821,59.912,526,-3.631,50.014,15.295,73.037,63.543,91.370
3.848,14.649,35.299,141,12.882,39.543,5.632,66.083,22.417,94.998
3.075,15.617,12.273,310,13.410,20.942,22.509,77.902,1.137,93.373
4.007,-9.200,30.221,384,30.113,89.758,21.295,33.792,0.108,89.521
3.005,-18.601,42.667,800,35.808,30.871,16.037,42.369,6.859,80.579
3.296,-9.557,46.462,581,-5.888,90.249,13.455,48.965,52.350,86.337
3.889,-8.852,0.031,311,5.702,68.055,5.944,37.048,5.671,96.961
3.380,16.374,30.302,278,4.922,69.684,3.806,74.460,25.380,90.389
3.122,5.970,14.114,565,39.802,86.292,6.324,35.629,25.688,89.533
3.432,-16.732,52.495,345,17.961,60.755,27.106,70.410,34.534,93.144
3.324,-14.585,9.174,386,33.992,48.583,42.025,35.322,24.818,90.525
4.011,-13.773,39.987,301,11.302,31.105,9.201,62.981,28.685,94.555
3.376,5.217,15.964,763,26.136,65.633,13.852,21.449,10.172,85.754
3.947,9.417,21.393,506,4.329,64.253,46.470,61.290,17.064,89.285
4.070,14.386,56.434,246,35.589,43.512,3.422,46.418,20.845,93.983
3.521,17.625,14.427,645,12.757,68.005,11.507,63.321,1.670,86.148
4.092,-11.932,5.700,487,30.186,55.149,6.485,28.077,24.486,88.375
3.453,-7.609,4.157,755,2.791,84.442,20.723,40.802,1.366,84.985
4.157,-10.387,30.277,920,24.680,64.759,22.600,69.772,5.597,79.938
3.107,-5.650,38.503,238,10.258,94.694,2.940,20.816,28.245,95.074
3.824,16.587,19.638,528,-8.428,61.439,19.246,82.927,28.066,87.609
3.593,3.005,41.416,923,10.650,91.000,23.813,17.542,30.766,79.724
3.465,9.528,3.662,927,17.501,61.642,396.865,29.794,13.839,80.185
3.759,-0.395,51.440,348,-2.412,64.643,6.217,2.094,53.852,95.053
3.845,-18.846,48.994,790,-0.804,49.345,9.262,141.004,49.798,80.250
3.005,-17.432,59.130,744,13.243,52.014,197.807,77.891,45.887,87.684
3.200,1.517,56.190,911,7.136,94.648,14.749,2.996,49.054,82.739
3.856,8.752,21.372,351,12.037,37.863,4.144,31.567,9.335,89.482
3.800,-11.387,23.957,153,13.041,29.717,3.066,55.330,10.916,95.267
4.159,8.876,44.758,509,-2.996,86.417,15.912,22.482,47.754,86.015
3.913,12.427,8.045,928,-0.940,66.153,9.311,73.663,8.985,82.285
4.141,-3.524,18.841,185,32.408,42.772,24.938,21.617,13.567,98.557
3.843,9.857,7.112,943,-1.864,54.592,43.194,68.734,8.976,81.184
3.358,-3.839,27.293,594,23.296,61.992,6.701,16.114,3.997,90.205
3.126,7.134,33.120,566,10.926,67.371,18.598,34.303,22.194,88.545
3.938,10.560,12.670,424,38.412,85.684,5.160,32.147,25.742,93.175
3.773,19.677,1.598,61,-6.695,51.548,1.795,37.440,8.293,99.161
